id,content_type,content_id,reported_by,reason,priority,status,created_at,resolved_at
ced29e2e-8ca6-4b6d-bb62-aac429917dcf,podcast,741b9202-2c8e-4e60-823c-7e0d14a60b2f,3a5a455c-b0b4-41c9-94fe-b4efcc045e68,Hate speech,high,resolved,2026-06-19 19:24:41,2026-06-19 19:24:41
a9a987f8-a6f6-4ed5-9664-556b8b8ed7cc,podcast,21a5f036-ed15-4990-9457-c42a0311642b,8592972f-fa8c-430f-b937-da5d53ec0f79,Hate speech,medium,resolved,2026-06-19 19:25:25,2026-06-19 19:25:25
9c7c80fa-4ad2-46cd-8307-33766b244663,podcast,4e17dfc3-f41f-4f52-ad70-b6164c7e2b2b,4fdb4c3e-d350-446e-b914-016b5168675d,Harassment,high,pending,2026-06-19 19:25:52,2026-06-21 20:05:52
48776783-f4e0-41fa-8c87-40a14c507457,podcast,cfd6463b-b348-42ff-b0aa-59ffec47c77b,55829a23-649b-4c07-8fac-48687f0dbbf1,Spam,medium,resolved,2026-06-19 19:26:29,2026-06-19 19:26:29
9aa0a735-3979-4cb2-8504-537647802420,podcast,5107496d-e3a4-45b2-9430-03afbafb97ba,a95af4fd-cedb-4891-82b8-7a98a84d797d,Copyright violation,high,pending,2026-06-19 19:27:16,2026-06-25 15:26:16
44428fd9-bd1a-43f4-b6ea-b94821378d0f,podcast,21a5f036-ed15-4990-9457-c42a0311642b,1fd32b5a-5090-4bc2-ab21-ed5b400a4c80,Spam,high,resolved,2026-06-19 19:28:10,2026-06-19 19:28:10
cc05e324-7e4c-49c2-ba56-3944ec1a6a8a,podcast,d1dc1e14-78c8-4055-b1bb-80e2182ac2b8,046b4c7f-6adc-4235-9e21-95ca0d5c3b3b,Inappropriate content,high,pending,2026-06-19 19:28:49,2026-06-26 07:57:49
1b9dc098-bb46-4dc0-a184-84691540a83e,podcast,23b606d5-1c20-4db5-a7d3-396ed2171821,6bd5d031-e68b-47c0-8300-c43f0c2f35f7,Inappropriate content,low,resolved,2026-06-19 19:28:56,2026-06-19 19:28:56
3c3edb93-87db-4f5b-9457-b756330985b6,podcast,c4dcc09f-dc77-453e-8f29-0923c7dbd9e6,a346bb1e-a7ff-4018-9c61-0eca86df0f61,Hate speech,critical,pending,2026-06-19 19:29:37,2026-06-24 21:16:37
105d728b-156b-431b-9219-3c223dda20e2,podcast,924f3767-a7a6-452d-97b3-5048f83ade78,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,Inappropriate content,low,resolved,2026-06-19 19:29:43,2026-06-19 19:29:43
f1adaf5c-40dc-4aa4-bec8-6ac2d1c8e52d,podcast,505be40c-3fba-46f3-9c14-644c7ec5c642,0f42e55c-e2f1-4ef6-959b-0e39485b881f,Hate speech,critical,under_investigation,2026-06-19 19:29:57,2026-06-20 05:15:57
9e7a9de8-389a-43d7-9671-1918e9652836,podcast,cb72103b-b6b3-402e-9f25-48fde6b61e94,c1323a63-30c3-41c2-a010-6259c8ad8714,Harassment,high,resolved,2026-06-19 19:31:23,2026-06-19 19:31:23
05241617-3376-4c33-9a95-f48591eea351,podcast,ba63443d-00ea-4655-9728-a1df79cc1ad6,1fd32b5a-5090-4bc2-ab21-ed5b400a4c80,Copyright violation,low,under_investigation,2026-06-19 19:31:44,2026-06-26 16:40:44
52fda7c7-60fa-4809-847c-b0da5ca39233,podcast,7a3d9105-4f53-492b-a4f8-51609eff9472,22a990f3-a58e-4b79-a832-f797a1f2489f,Copyright violation,low,under_investigation,2026-06-19 19:33:07,2026-06-24 14:03:07
05b58b7a-4d64-4dd0-bc28-41441d51ed2d,podcast,44179d37-d6b6-4bad-a6fa-ce487cc85ee9,1fd32b5a-5090-4bc2-ab21-ed5b400a4c80,Copyright violation,critical,resolved,2026-06-19 19:35:12,2026-06-19 19:35:12
2c1bc4ed-14e9-4e56-8b4b-d953cb71bb00,podcast,ceb789ce-251c-47d3-99a4-a9f2b41c4aff,8e8dc62e-dec8-4a50-99cf-d96a02710343,Spam,critical,pending,2026-06-19 19:38:09,2026-06-25 15:31:09
1a1ef57e-41fd-4fc4-9d8a-bb49e060b721,podcast,960c8688-1a82-4f2b-9fcc-bc6a13c6da25,22a990f3-a58e-4b79-a832-f797a1f2489f,Spam,high,pending,2026-06-19 19:38:56,2026-06-24 01:27:56
84bf35f3-960a-4b0c-9086-7484b219f332,podcast,2da518b3-4189-4446-a5ba-4ad1b01ff225,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,Copyright violation,low,pending,2026-06-19 19:39:17,2026-06-24 11:44:17
ecd73e9c-6f1b-4e5a-a2cf-2dcdf39fa09f,podcast,c2f6c72d-2156-4087-8007-6674c57e6776,9f7f4ca0-5afb-45d7-be70-b6d8d99b98ac,Copyright violation,low,resolved,2026-06-19 19:39:42,2026-06-19 19:39:42
f210c66b-7809-48e5-bbd0-beb99951e631,podcast,8934e4aa-8c49-47f7-9cbf-cfcf6d5221c8,a346bb1e-a7ff-4018-9c61-0eca86df0f61,Copyright violation,high,resolved,2026-06-19 19:41:11,2026-06-19 19:41:11
5682e717-acb5-43a0-aec8-56499405a797,podcast,6d3ae58e-db95-4dd9-8861-d105464727ed,e004d3d6-e3c4-48b9-998b-7b53a075e6c4,Hate speech,medium,pending,2026-06-19 19:41:30,2026-06-23 23:30:30
df921ec9-0bbf-449c-9ee1-a4529857287f,podcast,27660928-da72-4499-966f-c68719d17b85,c7aaa5f5-beb5-4c7d-b2de-2b8217c691ce,Hate speech,low,under_investigation,2026-06-19 19:41:51,2026-06-25 00:13:51
3ebfa1d4-588a-45c9-b404-86788b5042dc,podcast,fe0d17aa-5818-4758-aef6-862657fed057,b77e12ac-c966-4c38-8d0c-b7afef27f6db,Copyright violation,low,under_investigation,2026-06-19 19:42:58,2026-06-21 10:03:58
26b715ee-aad0-4f60-af5a-709053008ddb,podcast,c14986d1-f99b-49c4-8d8b-b8346240a814,935e89a9-8b0c-4881-bacd-5eba3c421d14,Hate speech,medium,under_investigation,2026-06-19 19:43:22,2026-06-25 00:30:22
2b742b4b-1f2a-4083-b17b-926b551f615a,podcast,27660928-da72-4499-966f-c68719d17b85,95999ef1-3dee-413a-91d9-58f1c8b7d3dc,Hate speech,medium,pending,2026-06-19 19:45:01,2026-06-21 21:51:01
916117dd-bfd4-457b-adf3-df663b47c0c2,podcast,83ffd762-fbb5-4647-aa10-8a63460c362a,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,Spam,low,pending,2026-06-19 19:47:18,2026-06-21 19:21:18
b6aa5c0b-6bbc-4611-8fea-cf7cb7edd43f,podcast,b7d0d39e-3b62-4c5c-85ce-7b247e765d55,c53a6b3a-df85-4ade-9c4e-78a656ae0d51,Harassment,high,pending,2026-06-19 19:47:25,2026-06-23 08:54:25
f1fc03da-88a1-4648-92a0-fd2865df5960,podcast,6ccc191c-fbdf-471e-afbc-a5e949120190,8061b56b-6e3e-4011-8e9e-620e4c777195,Spam,high,resolved,2026-06-19 19:47:44,2026-06-19 19:47:44
d3119243-5147-4d29-a9b1-4ebb9ead5cb8,podcast,7b3faafc-5a81-460c-aca5-0215d32f83ec,c1323a63-30c3-41c2-a010-6259c8ad8714,Inappropriate content,critical,pending,2026-06-19 19:48:26,2026-06-23 18:54:26
05fbc208-9dc3-4e5d-8982-7b74031af233,podcast,83ffd762-fbb5-4647-aa10-8a63460c362a,22a990f3-a58e-4b79-a832-f797a1f2489f,Spam,critical,pending,2026-06-19 19:49:37,2026-06-21 18:04:37
c6fcdf4f-f503-4c97-be14-7917090f8b6d,podcast,4fe3a113-9163-4e87-a5cb-a5899d6331bb,8c1c7130-727a-4ee2-99f4-710a13ac717a,Harassment,medium,resolved,2026-06-19 19:51:03,2026-06-19 19:51:03
9abdc53d-16f8-41d4-94a0-7a2e6f66d4ef,podcast,32872c32-1d90-42a9-b7f1-25b5afe3c64e,67465aa7-e829-469c-8151-d4d82a624b55,Inappropriate content,low,resolved,2026-06-19 19:52:46,2026-06-19 19:52:46
8f162251-a98a-4267-8690-a1878db6e34f,podcast,ae378288-2509-4d44-ae4b-9f182962bae2,1efe8a03-0ff0-4d5c-aed3-1bdf1a07b889,Inappropriate content,low,pending,2026-06-19 19:53:44,2026-06-26 08:55:44
74b97ce3-1478-46e5-9ec9-1dddd65feebb,podcast,7591bbf4-4c7d-43b9-a227-5962a6ba2110,1f2504b1-a8c2-487d-b463-eb1d7a077e48,Spam,critical,resolved,2026-06-19 19:55:31,2026-06-19 19:55:31
c408f720-a2e2-48c0-90c5-b158f1be2b99,podcast,0969b1ae-a739-49de-ad1b-d95c6abc94a0,a346bb1e-a7ff-4018-9c61-0eca86df0f61,Hate speech,medium,pending,2026-06-19 19:57:31,2026-06-22 21:15:31
0f86af62-adc3-4117-9a1a-d9d546e12915,podcast,2c316e7b-5520-430b-9b05-22bec5e0b0f0,e9c9dfc1-58fd-4435-9a97-497d3d3caa5f,Spam,medium,pending,2026-06-19 19:58:19,2026-06-21 22:37:19
0ef14864-2a41-42ff-9438-ac8059d02fc1,podcast,3c8319aa-597a-491a-af3f-cae28050c7ee,8a52dde1-0eb7-4cdf-a260-8946b5996f11,Spam,high,resolved,2026-06-19 19:58:32,2026-06-19 19:58:32
28aeaff6-c0cc-43bc-bc34-5e54eea2bd1e,podcast,d7496674-8974-408e-90d0-1eff083fc312,a95af4fd-cedb-4891-82b8-7a98a84d797d,Copyright violation,high,pending,2026-06-19 19:59:21,2026-06-26 12:19:21
50c98a4a-d92b-401e-9855-8131a0cfab94,podcast,e3228d0d-fc17-4aa5-aae4-e9138e91af81,604cc5c8-b374-4801-ad23-e6a8e117d809,Harassment,critical,under_investigation,2026-06-19 20:00:22,2026-06-23 07:12:22
ea4f65b7-9b74-4f5c-b667-5772c76957fe,podcast,1c83567b-c1b5-4dad-a337-65aa25a370e7,8a52dde1-0eb7-4cdf-a260-8946b5996f11,Spam,low,pending,2026-06-19 20:00:45,2026-06-23 18:51:45
9c44bf14-f3ce-4bf2-a62f-3db40a953e42,podcast,19f4e3da-0581-4fee-a27b-8dc751bfaaa1,3f78906d-8830-4afd-9569-6682c625741e,Copyright violation,low,pending,2026-06-19 20:01:05,2026-06-20 12:55:05
991c0f13-4c10-4ddc-9374-1e6d002349bf,podcast,5ffa896d-c9c6-4526-afae-460bca833d31,8e8dc62e-dec8-4a50-99cf-d96a02710343,Harassment,high,under_investigation,2026-06-19 20:02:29,2026-06-24 10:53:29
aed0b7d0-d4da-4076-8ab9-dc24af437180,podcast,2c316e7b-5520-430b-9b05-22bec5e0b0f0,06976bce-6513-48e4-9af3-08e5c05693cd,Harassment,medium,pending,2026-06-19 20:03:29,2026-06-26 19:50:29
99edeb11-76ed-4584-9087-ec63492b381d,podcast,30129c6e-21f2-49a7-9e10-4d88dcd2959b,8c1c7130-727a-4ee2-99f4-710a13ac717a,Spam,high,resolved,2026-06-19 20:04:20,2026-06-19 20:04:20
73a606d5-f815-45dc-8503-fbb277e3712a,podcast,54b98a6d-64a9-491c-ac32-74bd9ad348f3,0f42e55c-e2f1-4ef6-959b-0e39485b881f,Hate speech,critical,under_investigation,2026-06-19 20:06:01,2026-06-21 16:17:01
1921ea07-f9d8-464c-aec5-4575248d26c6,podcast,5081dea1-efb0-40f1-91a3-c460665ee75a,67465aa7-e829-469c-8151-d4d82a624b55,Hate speech,critical,under_investigation,2026-06-19 20:07:12,2026-06-25 23:09:12
3732047e-6293-41db-af59-fd6e014a343a,podcast,74856ce6-5be6-4896-95c4-509057abce4c,0ce42ca3-c85d-4327-b49d-0e8adb74d2c9,Hate speech,critical,under_investigation,2026-06-19 20:09:07,2026-06-24 18:10:07
fa4d354e-62c3-45e7-bc97-396ba4e7ef20,podcast,dfc84d23-e25e-46d7-a40f-4e5214693f22,ef85ea65-db36-47bb-95df-6b1b40812f54,Spam,medium,resolved,2026-06-19 22:35:15,2026-06-19 22:35:15
ed17ec85-b9e7-45ca-9a15-48bc913a04fb,podcast,cb43dc8e-8f9c-403b-a3a8-b806884b1230,db05ce58-5232-4d7d-a01c-adbeeed7ab4b,Copyright violation,high,resolved,2026-06-19 23:16:20,2026-06-19 23:16:20
