id,channel_id,show_name,description,scheduled_start,scheduled_end,actual_start,actual_end,status
7e98d72f-a546-44b5-8f33-fd3642569e6a,67eab707-14aa-4d52-be9c-dbc69c116622,Morning Beats with Sharma,Catch the latest trends and tracks live on Morning Beats with Sharma.,2026-06-19 18:45:13,2026-06-19 19:45:13,2026-06-19 18:41:13,2026-06-19 22:34:13,scheduled
cfb1456a-732e-4faf-8c1b-961cee4fba34,853b9a3f-b27f-4078-9b91-ea7f25e16f06,Midnight Melodies with Sharma,Catch the latest trends and tracks live on Midnight Melodies with Sharma.,2026-06-19 18:45:34,2026-06-19 19:45:34,2026-06-19 18:45:34,2026-06-19 22:39:34,live
207760ed-7627-402f-a4e5-2f183d44a86e,c80ee610-1e9e-47aa-8504-24f708347cce,Chai & Talk with Sen,Catch the latest trends and tracks live on Chai & Talk with Sen.,2026-06-19 18:46:12,2026-06-19 19:46:12,2026-06-19 18:57:12,2026-06-19 20:16:12,scheduled
52c69aec-7738-4ef2-a69b-57387916ec83,cc9dc490-f3ad-4054-91ad-0b707b7c0de1,Morning Beats with Kumar,Catch the latest trends and tracks live on Morning Beats with Kumar.,2026-06-19 18:47:37,2026-06-19 19:47:37,2026-06-19 18:42:37,2026-06-19 21:39:37,cancelled
99912292-fff9-43d5-b36e-3157634ebcf6,02039b61-ffe1-43c9-9601-11892216d2a3,Morning Beats with Reddy,Catch the latest trends and tracks live on Morning Beats with Reddy.,2026-06-19 18:47:50,2026-06-19 19:47:50,2026-06-19 18:51:50,2026-06-19 19:38:50,cancelled
f7a804fb-082f-4c1c-b61f-e8c56a48387a,8ccb6519-baa0-4b95-a76f-6669cec47cc1,Retro Rewind with Rogers,Catch the latest trends and tracks live on Retro Rewind with Rogers.,2026-06-19 18:47:57,2026-06-19 19:47:57,2026-06-19 18:47:57,2026-06-19 21:39:57,live
18b21ad3-ead0-4f6a-8f22-b10b81ec4394,6aeb5fa6-e178-480d-98b4-fea262c396ab,Retro Rewind with Sharma,Catch the latest trends and tracks live on Retro Rewind with Sharma.,2026-06-19 18:48:04,2026-06-19 19:48:04,2026-06-19 18:46:04,2026-06-19 19:02:04,cancelled
0c3fd2e1-0882-44ff-87fe-059c59af8e4b,9214ea69-5346-4039-b8d5-66dc941b9cc9,Retro Rewind with Reddy,Catch the latest trends and tracks live on Retro Rewind with Reddy.,2026-06-19 18:48:17,2026-06-19 19:48:17,2026-06-19 19:01:17,2026-06-19 22:27:17,cancelled
f81dc84c-824b-4957-be81-fdc5afe7b8a2,cfe14b5d-c7af-459d-9743-c57855cdfd0f,Midnight Melodies with Nair,Catch the latest trends and tracks live on Midnight Melodies with Nair.,2026-06-19 18:48:23,2026-06-19 19:48:23,2026-06-19 18:48:23,2026-06-19 19:16:23,live
6eedde0c-ea74-4268-9339-412d788d75d1,f4de3187-89e2-43e2-8c91-251f97041d5f,Chai & Talk with Kumar,Catch the latest trends and tracks live on Chai & Talk with Kumar.,2026-06-19 18:48:42,2026-06-19 19:48:42,2026-06-19 18:52:42,2026-06-19 20:32:42,cancelled
7b157de8-5177-4328-8265-b0f48908687d,0a51b4b9-a46e-4035-956a-9e08179a526f,Retro Rewind with Chang,Catch the latest trends and tracks live on Retro Rewind with Chang.,2026-06-19 18:49:39,2026-06-19 19:49:39,2026-06-19 18:49:39,2026-06-19 21:55:39,live
f746fdeb-6347-4596-8163-c117a7becaa4,bb2d84d4-b95d-47d1-9c38-d90c4fe6b5d7,Midnight Melodies with Nair,Catch the latest trends and tracks live on Midnight Melodies with Nair.,2026-06-19 18:50:17,2026-06-19 19:50:17,2026-06-19 18:50:17,2026-06-19 19:35:17,live
74506cc7-9c8a-4920-bd11-082386646225,0513753f-e25e-45da-a7ce-d09f70f6941a,Midnight Melodies with Reddy,Catch the latest trends and tracks live on Midnight Melodies with Reddy.,2026-06-19 18:51:10,2026-06-19 19:51:10,2026-06-19 18:51:10,2026-06-19 21:43:10,live
c9243a70-e974-4b54-9467-2f72094ff36b,b44c3ae2-8a77-450d-b20c-2286ff258c25,Morning Beats with Nair,Catch the latest trends and tracks live on Morning Beats with Nair.,2026-06-19 18:51:50,2026-06-19 19:51:50,2026-06-19 18:51:50,2026-06-19 21:48:50,live
2a1538d8-19d9-4e8c-a4b5-6437a72504f4,69bb1630-17a0-472c-815a-35157879331b,Midnight Melodies with Chang,Catch the latest trends and tracks live on Midnight Melodies with Chang.,2026-06-19 18:51:57,2026-06-19 19:51:57,2026-06-19 18:56:57,2026-06-19 21:31:57,scheduled
dfd8f0ad-36b4-47f9-b42f-33438b92c7c5,b5044618-cb04-439a-a654-086b65828006,Midnight Melodies with Sharma,Catch the latest trends and tracks live on Midnight Melodies with Sharma.,2026-06-19 18:53:32,2026-06-19 19:53:32,2026-06-19 19:00:32,2026-06-19 19:59:32,scheduled
da8086c2-1ab0-4121-9cc4-bae578beb5eb,95ff7f5c-87af-485c-be69-a7d8b0e834bf,Retro Rewind with Nair,Catch the latest trends and tracks live on Retro Rewind with Nair.,2026-06-19 18:56:27,2026-06-19 19:56:27,2026-06-19 18:56:27,2026-06-19 18:56:27,completed
9878b9a2-4cff-4789-ab27-fce7b52daf1b,e50f55af-1bce-4de7-932e-02b53b1e2047,Morning Beats with Kumar,Catch the latest trends and tracks live on Morning Beats with Kumar.,2026-06-19 18:56:40,2026-06-19 19:56:40,2026-06-19 18:56:40,2026-06-19 18:56:40,completed
de5a4f7e-b6b4-41bd-8b89-1047aab780c7,6e772df0-c8d3-4436-a06c-7951d5256ac7,Retro Rewind with Sen,Catch the latest trends and tracks live on Retro Rewind with Sen.,2026-06-19 18:57:46,2026-06-19 19:57:46,2026-06-19 18:57:46,2026-06-19 19:14:46,live
809f7962-488d-44df-9191-b62a196954ec,8d02f3f6-ef18-493f-8e88-22bf721d8c41,Rock Block with Nair,Catch the latest trends and tracks live on Rock Block with Nair.,2026-06-19 18:58:05,2026-06-19 19:58:05,2026-06-19 19:05:05,2026-06-19 22:19:05,cancelled
1bd36a37-ae75-4987-bf63-2858adf6d025,25466537-92b1-464f-be90-c4a1f836cd38,Midnight Melodies with Rogers,Catch the latest trends and tracks live on Midnight Melodies with Rogers.,2026-06-19 18:58:17,2026-06-19 19:58:17,2026-06-19 18:58:17,2026-06-19 18:58:17,completed
cb702a01-99b7-454a-8bca-ae21f9f83a48,f52a2d2a-4990-4132-9eab-b2c955708f9a,Rock Block with Sharma,Catch the latest trends and tracks live on Rock Block with Sharma.,2026-06-19 18:59:39,2026-06-19 19:59:39,2026-06-19 18:59:39,2026-06-19 18:59:39,completed
16964f4f-cad0-445d-b94c-281e5c4b6db5,9385f0a8-53d2-4145-ae0e-f3ef40938781,Retro Rewind with Reddy,Catch the latest trends and tracks live on Retro Rewind with Reddy.,2026-06-19 18:59:46,2026-06-19 19:59:46,2026-06-19 18:59:46,2026-06-19 22:57:46,live
e07f539c-2826-4a0f-a2a9-60dae9bc8097,2d35ac12-d07e-4b7b-a61a-ad371241bc5e,Morning Beats with Jenkins,Catch the latest trends and tracks live on Morning Beats with Jenkins.,2026-06-19 19:00:09,2026-06-19 20:00:09,2026-06-19 19:00:09,2026-06-19 20:41:09,live
763f943c-7771-4183-9120-ff23ec6a7d79,9de3e12f-4d20-44f4-8a6e-6d7561c0b41d,Rock Block with Sen,Catch the latest trends and tracks live on Rock Block with Sen.,2026-06-19 19:01:05,2026-06-19 20:01:05,2026-06-19 19:10:05,2026-06-19 19:45:05,scheduled
263442f2-7df0-4d20-9f55-5210cff742f2,f4de3187-89e2-43e2-8c91-251f97041d5f,Midnight Melodies with Kumar,Catch the latest trends and tracks live on Midnight Melodies with Kumar.,2026-06-19 19:01:11,2026-06-19 20:01:11,2026-06-19 19:00:11,2026-06-19 22:34:11,scheduled
017f5cdd-d87d-4cf3-8bd8-5ae4b9a519eb,8ae6190e-1b6f-4eee-8ab3-e92050927fd3,Chai & Talk with Nair,Catch the latest trends and tracks live on Chai & Talk with Nair.,2026-06-19 19:02:30,2026-06-19 20:02:30,2026-06-19 19:03:30,2026-06-19 19:16:30,scheduled
f773fb92-2e76-4965-bcbb-76c14794facd,fc83082b-7b39-427c-853a-5f7b21b8d0ac,Chai & Talk with Jenkins,Catch the latest trends and tracks live on Chai & Talk with Jenkins.,2026-06-19 19:03:04,2026-06-19 20:03:04,2026-06-19 19:16:04,2026-06-19 20:42:04,cancelled
f9d3b5fd-ad6b-4948-bc19-16cb17c425f6,a322f0f9-8607-48f1-bcca-0bacc98dcb86,Midnight Melodies with Sharma,Catch the latest trends and tracks live on Midnight Melodies with Sharma.,2026-06-19 19:03:17,2026-06-19 20:03:17,2026-06-19 19:09:17,2026-06-19 21:04:17,scheduled
338f57f7-add5-4847-b4ee-deb9221c2bf9,1b4afe02-bfff-42c3-a04b-f3662ad05c09,Morning Beats with Kumar,Catch the latest trends and tracks live on Morning Beats with Kumar.,2026-06-19 19:04:04,2026-06-19 20:04:04,2026-06-19 19:04:04,2026-06-19 22:31:04,live
4921135d-8796-45be-ab61-ea2ce51f1e22,860a6ae9-8aee-4e46-848d-f361ea87c3f2,Retro Rewind with Nair,Catch the latest trends and tracks live on Retro Rewind with Nair.,2026-06-19 19:04:11,2026-06-19 20:04:11,2026-06-19 19:17:11,2026-06-19 21:12:11,scheduled
a5e0299f-f475-4129-bd39-fbdcb5cf5dab,92d73526-7035-423f-bacd-2dc2974330b6,Midnight Melodies with Sen,Catch the latest trends and tracks live on Midnight Melodies with Sen.,2026-06-19 19:05:28,2026-06-19 20:05:28,2026-06-19 19:03:28,2026-06-19 22:10:28,scheduled
8bda58b7-f2f2-4d37-a2d1-747be17d9ec7,6aeb5fa6-e178-480d-98b4-fea262c396ab,Chai & Talk with Sharma,Catch the latest trends and tracks live on Chai & Talk with Sharma.,2026-06-19 19:05:41,2026-06-19 20:05:41,2026-06-19 19:04:41,2026-06-19 22:57:41,cancelled
fb1b2d9b-ac3c-4d6a-9a47-a67b2585d863,8ccb6519-baa0-4b95-a76f-6669cec47cc1,Midnight Melodies with Rogers,Catch the latest trends and tracks live on Midnight Melodies with Rogers.,2026-06-19 19:05:47,2026-06-19 20:05:47,2026-06-19 19:05:47,2026-06-19 19:19:47,scheduled
0f34841e-e9aa-4d87-a3bb-f6a2427e9212,1ae82a94-3a72-4808-acca-ac684d1518d1,Midnight Melodies with Rogers,Catch the latest trends and tracks live on Midnight Melodies with Rogers.,2026-06-19 19:05:54,2026-06-19 20:05:54,2026-06-19 19:05:54,2026-06-19 19:05:54,completed
a3969ed9-957e-474e-9f40-37856a885245,b44c3ae2-8a77-450d-b20c-2286ff258c25,Rock Block with Nair,Catch the latest trends and tracks live on Rock Block with Nair.,2026-06-19 19:06:25,2026-06-19 20:06:25,2026-06-19 19:06:25,2026-06-19 21:36:25,live
e69e0f51-0656-4f8c-8c0b-5fe61a7559f2,388edcc1-46cd-4a29-9265-f84cbbc37771,Retro Rewind with Jenkins,Catch the latest trends and tracks live on Retro Rewind with Jenkins.,2026-06-19 19:07:32,2026-06-19 20:07:32,2026-06-19 19:07:32,2026-06-19 19:07:32,completed
555a9b05-65f6-4391-86ac-8b359efbaf1d,1ae82a94-3a72-4808-acca-ac684d1518d1,Chai & Talk with Rogers,Catch the latest trends and tracks live on Chai & Talk with Rogers.,2026-06-19 19:07:39,2026-06-19 20:07:39,2026-06-19 19:07:39,2026-06-19 19:35:39,cancelled
218deb2b-541e-4eb6-a3f1-46581092215e,b0b19e83-9207-4fdc-9a53-438a8a2df2af,Chai & Talk with Kumar,Catch the latest trends and tracks live on Chai & Talk with Kumar.,2026-06-19 19:09:41,2026-06-19 20:09:41,2026-06-19 19:17:41,2026-06-19 22:42:41,cancelled
085a0613-98d2-463c-b3e6-b6d9e4640954,dbea2cb8-aba8-49e1-bd1e-c9b2d7eeee7e,Rock Block with Jenkins,Catch the latest trends and tracks live on Rock Block with Jenkins.,2026-06-19 19:10:06,2026-06-19 20:10:06,2026-06-19 19:10:06,2026-06-19 22:03:06,live
7dd34eb4-bf7d-4830-90fd-abc559c64a9b,8d02f3f6-ef18-493f-8e88-22bf721d8c41,Chai & Talk with Nair,Catch the latest trends and tracks live on Chai & Talk with Nair.,2026-06-19 19:10:42,2026-06-19 20:10:42,2026-06-19 19:10:42,2026-06-19 20:16:42,live
408de9f7-6024-49ef-bbdd-3c439eaa700e,e78f496c-e83a-4d13-af12-45cb14794d60,Rock Block with Nair,Catch the latest trends and tracks live on Rock Block with Nair.,2026-06-19 19:10:57,2026-06-19 20:10:57,2026-06-19 19:11:57,2026-06-19 19:36:57,cancelled
8de75839-19b0-4f40-9e00-f247063a7f78,f4de3187-89e2-43e2-8c91-251f97041d5f,Morning Beats with Kumar,Catch the latest trends and tracks live on Morning Beats with Kumar.,2026-06-19 19:11:24,2026-06-19 20:11:24,2026-06-19 19:06:24,2026-06-19 20:46:24,cancelled
c96cf36b-fc0a-48ff-8272-6f9f0611e2d0,037d5eda-3735-4ccb-95a0-3f9e155113f4,Morning Beats with Kumar,Catch the latest trends and tracks live on Morning Beats with Kumar.,2026-06-19 19:12:11,2026-06-19 20:12:11,2026-06-19 19:12:11,2026-06-19 19:44:11,live
cad78b34-c284-4372-aa60-95a6e79551ab,d2c6bf47-8461-4f4d-ab7e-bae721fa44fd,Chai & Talk with Sen,Catch the latest trends and tracks live on Chai & Talk with Sen.,2026-06-19 19:13:09,2026-06-19 20:13:09,2026-06-19 19:13:09,2026-06-19 19:13:09,completed
eb01acbe-d778-4476-a73e-ded5fc6f9b87,9758a160-1fd3-4e11-89e6-71a139192cbd,Morning Beats with Rogers,Catch the latest trends and tracks live on Morning Beats with Rogers.,2026-06-19 19:13:54,2026-06-19 20:13:54,2026-06-19 19:23:54,2026-06-19 21:33:54,scheduled
05a2e8e7-dd72-48db-9363-e977ff74232f,e7c3165b-9cbc-46d2-840c-6b218d80e97a,Morning Beats with Kumar,Catch the latest trends and tracks live on Morning Beats with Kumar.,2026-06-19 19:14:43,2026-06-19 20:14:43,2026-06-19 19:14:43,2026-06-19 20:01:43,scheduled
ed182375-60cd-4e70-a633-ca384dd375b9,6aeb5fa6-e178-480d-98b4-fea262c396ab,Chai & Talk with Sharma,Catch the latest trends and tracks live on Chai & Talk with Sharma.,2026-06-19 19:15:36,2026-06-19 20:15:36,2026-06-19 19:15:36,2026-06-19 19:15:36,completed
9f384bcc-e39a-4e8a-8be5-040e84106812,cb225c68-5270-4320-bf38-8a0e08120070,Rock Block with Sharma,Catch the latest trends and tracks live on Rock Block with Sharma.,2026-06-19 19:17:43,2026-06-19 20:17:43,2026-06-19 19:24:43,2026-06-19 21:50:43,cancelled
0c6e0620-2eb0-40f0-a982-32de1b0d94c8,dda6179e-4085-460a-a1eb-70f9b9fb4b64,Chai & Talk with Rogers,Catch the latest trends and tracks live on Chai & Talk with Rogers.,2026-06-19 19:17:49,2026-06-19 20:17:49,2026-06-19 19:16:49,2026-06-19 21:34:49,cancelled
b3073a61-9962-4fa9-95e0-ba7e7bf21a51,615d1aa7-b6ac-40b0-85ad-b37c0edb915b,Chai & Talk with Rogers,Catch the latest trends and tracks live on Chai & Talk with Rogers.,2026-06-19 19:18:02,2026-06-19 20:18:02,2026-06-19 19:18:02,2026-06-19 19:18:02,completed
45a4c119-7478-4621-8d3e-4d0615d97e39,9214ea69-5346-4039-b8d5-66dc941b9cc9,Midnight Melodies with Reddy,Catch the latest trends and tracks live on Midnight Melodies with Reddy.,2026-06-19 19:18:37,2026-06-19 20:18:37,2026-06-19 19:28:37,2026-06-19 20:54:37,cancelled
6bb0c26e-797b-487e-a793-de77d0ad0eba,4bf0267d-5c8b-417a-adad-3f9c33770af0,Retro Rewind with Kumar,Catch the latest trends and tracks live on Retro Rewind with Kumar.,2026-06-19 19:19:59,2026-06-19 20:19:59,2026-06-19 19:19:59,2026-06-19 20:45:59,live
2b52ae08-ec82-4157-86d0-f4119277a839,e7c3165b-9cbc-46d2-840c-6b218d80e97a,Retro Rewind with Kumar,Catch the latest trends and tracks live on Retro Rewind with Kumar.,2026-06-19 19:20:13,2026-06-19 20:20:13,2026-06-19 19:18:13,2026-06-19 23:12:13,cancelled
374fc741-ba7c-40ca-974f-98d33c9b5d38,d0253ba0-40a1-42c7-9403-e48b4a91bcea,Midnight Melodies with Kumar,Catch the latest trends and tracks live on Midnight Melodies with Kumar.,2026-06-19 19:21:24,2026-06-19 20:21:24,2026-06-19 19:21:24,2026-06-19 19:21:24,completed
2867aae3-c5ba-4fc4-8bf8-e1ebc4d6c1e0,e78f496c-e83a-4d13-af12-45cb14794d60,Chai & Talk with Nair,Catch the latest trends and tracks live on Chai & Talk with Nair.,2026-06-19 19:23:19,2026-06-19 20:23:19,2026-06-19 19:33:19,2026-06-19 21:20:19,scheduled
9c0b0009-4e13-47f2-9e78-45e770daed22,af21e620-8948-46e2-84a2-6f7cab7e18e1,Rock Block with Sen,Catch the latest trends and tracks live on Rock Block with Sen.,2026-06-19 19:23:40,2026-06-19 20:23:40,2026-06-19 19:33:40,2026-06-19 21:43:40,cancelled
2371e9cd-296a-4811-8c75-bb89dbd02fd8,a3e02469-4bb3-45ff-a0c6-bb8b44bcd11a,Retro Rewind with Sen,Catch the latest trends and tracks live on Retro Rewind with Sen.,2026-06-19 19:24:16,2026-06-19 20:24:16,2026-06-19 19:19:16,2026-06-19 21:18:16,cancelled
cd2dcd36-15a7-4dac-9e2a-a761e71643e0,bb2d84d4-b95d-47d1-9c38-d90c4fe6b5d7,Chai & Talk with Nair,Catch the latest trends and tracks live on Chai & Talk with Nair.,2026-06-19 19:24:47,2026-06-19 20:24:47,2026-06-19 19:24:47,2026-06-19 20:04:47,live
a9194e79-cd72-4a6d-a360-7cfda7155202,af21e620-8948-46e2-84a2-6f7cab7e18e1,Chai & Talk with Sen,Catch the latest trends and tracks live on Chai & Talk with Sen.,2026-06-19 19:25:00,2026-06-19 20:25:00,2026-06-19 19:40:00,2026-06-19 21:35:00,scheduled
58f749fe-77bf-4b52-9ccd-21ac58714879,615d1aa7-b6ac-40b0-85ad-b37c0edb915b,Rock Block with Rogers,Catch the latest trends and tracks live on Rock Block with Rogers.,2026-06-19 19:25:59,2026-06-19 20:25:59,2026-06-19 19:20:59,2026-06-19 22:20:59,scheduled
a2a55a28-32cb-4bae-9349-d5449d325f4c,2c4872c1-dec5-4dfa-896d-3304d5344a73,Chai & Talk with Nair,Catch the latest trends and tracks live on Chai & Talk with Nair.,2026-06-19 19:26:56,2026-06-19 20:26:56,2026-06-19 19:26:56,2026-06-19 21:18:56,live
9fea457f-2276-4a2e-a3b1-9dfd0ad8c807,15b3b9b4-066b-4ebe-80eb-4843e9b0c734,Retro Rewind with Jenkins,Catch the latest trends and tracks live on Retro Rewind with Jenkins.,2026-06-19 19:28:23,2026-06-19 20:28:23,2026-06-19 19:27:23,2026-06-19 20:45:23,cancelled
fa67452b-745a-4d12-8ac4-f647dbf6bf8d,c147d296-4dda-4fa2-ac43-27e804821a32,Chai & Talk with Kumar,Catch the latest trends and tracks live on Chai & Talk with Kumar.,2026-06-19 19:28:49,2026-06-19 20:28:49,2026-06-19 19:28:49,2026-06-19 22:12:49,live
252db408-2bcc-4a0b-882c-0f964b6d839a,77c9dd18-9b74-4485-89d0-01789e9ddae1,Chai & Talk with Reddy,Catch the latest trends and tracks live on Chai & Talk with Reddy.,2026-06-19 19:29:04,2026-06-19 20:29:04,2026-06-19 19:39:04,2026-06-19 22:02:04,cancelled
09be8be2-d300-423c-848b-96944a139931,af21e620-8948-46e2-84a2-6f7cab7e18e1,Morning Beats with Sen,Catch the latest trends and tracks live on Morning Beats with Sen.,2026-06-19 19:30:44,2026-06-19 20:30:44,2026-06-19 19:30:44,2026-06-19 19:30:44,completed
47e2c5d0-ff51-41be-aacf-926858b76825,46ca214a-ba02-4533-9746-df38e8eb8020,Midnight Melodies with Kumar,Catch the latest trends and tracks live on Midnight Melodies with Kumar.,2026-06-19 19:30:50,2026-06-19 20:30:50,2026-06-19 19:30:50,2026-06-19 21:17:50,live
0d919f4b-c295-4c1c-b9a8-aa1bf7055371,ac43b5ee-014f-42d0-ab6a-c75271957e49,Chai & Talk with Sharma,Catch the latest trends and tracks live on Chai & Talk with Sharma.,2026-06-19 19:32:19,2026-06-19 20:32:19,2026-06-19 19:38:19,2026-06-19 22:11:19,scheduled
e635d47e-43b3-462b-bbee-16904949d83c,8fb99157-cb44-4422-8486-562192006540,Morning Beats with Kumar,Catch the latest trends and tracks live on Morning Beats with Kumar.,2026-06-19 19:32:32,2026-06-19 20:32:32,2026-06-19 19:32:32,2026-06-19 20:40:32,live
db354e60-5262-4bde-84e5-c8c63ef3859e,0a51b4b9-a46e-4035-956a-9e08179a526f,Midnight Melodies with Chang,Catch the latest trends and tracks live on Midnight Melodies with Chang.,2026-06-19 19:32:54,2026-06-19 20:32:54,2026-06-19 19:32:54,2026-06-19 23:04:54,live
f07ec1c6-771e-4535-a6c6-812382b25079,8edfeba7-7dd5-4b79-874c-0b165e218f7c,Chai & Talk with Sharma,Catch the latest trends and tracks live on Chai & Talk with Sharma.,2026-06-19 19:33:20,2026-06-19 20:33:20,2026-06-19 19:31:20,2026-06-19 22:29:20,scheduled
99340d0e-2ff6-4508-937c-7af51e8397d2,b6d9135f-080d-474d-bb83-295846af0761,Midnight Melodies with Sen,Catch the latest trends and tracks live on Midnight Melodies with Sen.,2026-06-19 19:33:52,2026-06-19 20:33:52,2026-06-19 19:31:52,2026-06-19 22:53:52,scheduled
99551426-5f28-4783-925b-6184482f5cfd,69bb1630-17a0-472c-815a-35157879331b,Rock Block with Chang,Catch the latest trends and tracks live on Rock Block with Chang.,2026-06-19 19:34:05,2026-06-19 20:34:05,2026-06-19 19:41:05,2026-06-19 23:08:05,cancelled
8ff40287-7f2c-418c-baf5-48c014ad72f9,ad3bd9b3-0532-40fc-9fee-78bfa21a04fc,Retro Rewind with Reddy,Catch the latest trends and tracks live on Retro Rewind with Reddy.,2026-06-19 19:35:12,2026-06-19 20:35:12,2026-06-19 19:35:12,2026-06-19 19:35:12,completed
4b0afa79-6f8f-46d1-8c02-b4422e4ae4b6,8fb99157-cb44-4422-8486-562192006540,Midnight Melodies with Kumar,Catch the latest trends and tracks live on Midnight Melodies with Kumar.,2026-06-19 19:36:17,2026-06-19 20:36:17,2026-06-19 19:49:17,2026-06-19 22:27:17,scheduled
d4ccab35-8ebd-4c31-b58f-77e32494236b,9214ea69-5346-4039-b8d5-66dc941b9cc9,Retro Rewind with Reddy,Catch the latest trends and tracks live on Retro Rewind with Reddy.,2026-06-19 19:37:17,2026-06-19 20:37:17,2026-06-19 19:37:17,2026-06-19 19:37:17,completed
4871d02f-d9d9-4ab3-96dc-7957f93f7dc6,e1014c4d-56fc-470b-b5a8-825347e72467,Midnight Melodies with Chang,Catch the latest trends and tracks live on Midnight Melodies with Chang.,2026-06-19 19:37:29,2026-06-19 20:37:29,2026-06-19 19:40:29,2026-06-19 22:30:29,cancelled
e4f8e1b2-9214-4fa7-955b-3ece5e8e8e47,d0253ba0-40a1-42c7-9403-e48b4a91bcea,Morning Beats with Kumar,Catch the latest trends and tracks live on Morning Beats with Kumar.,2026-06-19 19:37:57,2026-06-19 20:37:57,2026-06-19 19:37:57,2026-06-19 19:37:57,completed
a0e44122-5daf-41e7-9fcd-d15e032283ad,a3e02469-4bb3-45ff-a0c6-bb8b44bcd11a,Morning Beats with Sen,Catch the latest trends and tracks live on Morning Beats with Sen.,2026-06-19 19:38:56,2026-06-19 20:38:56,2026-06-19 19:46:56,2026-06-19 22:45:56,cancelled
781bec68-4fe9-4a22-b094-878b8b5fa7a4,cfe14b5d-c7af-459d-9743-c57855cdfd0f,Morning Beats with Nair,Catch the latest trends and tracks live on Morning Beats with Nair.,2026-06-19 19:39:04,2026-06-19 20:39:04,2026-06-19 19:48:04,2026-06-19 22:53:04,cancelled
b9f32370-0bea-4fed-99f3-73d91e848147,860a6ae9-8aee-4e46-848d-f361ea87c3f2,Chai & Talk with Nair,Catch the latest trends and tracks live on Chai & Talk with Nair.,2026-06-19 19:41:11,2026-06-19 20:41:11,2026-06-19 19:41:11,2026-06-19 19:41:11,completed
893aa495-9298-4681-bc57-3874acf8d256,0deab226-be9f-4544-8392-b5ec2b143bd5,Midnight Melodies with Reddy,Catch the latest trends and tracks live on Midnight Melodies with Reddy.,2026-06-19 19:41:51,2026-06-19 20:41:51,2026-06-19 19:41:51,2026-06-19 19:41:51,completed
c312ee10-d7ad-41f0-81b0-bd5475f88c09,454a8499-1e68-4d38-9dde-e66c9a23ca13,Retro Rewind with Reddy,Catch the latest trends and tracks live on Retro Rewind with Reddy.,2026-06-19 19:42:11,2026-06-19 20:42:11,2026-06-19 19:44:11,2026-06-19 22:37:11,cancelled
4e4b0ba6-6b5b-4eda-9e2c-715654c10298,48614def-16d6-44a0-a8e2-b95da1b6293a,Morning Beats with Chang,Catch the latest trends and tracks live on Morning Beats with Chang.,2026-06-19 19:42:38,2026-06-19 20:42:38,2026-06-19 19:46:38,2026-06-19 19:58:38,cancelled
07e24000-d3da-477b-850c-092544797069,92bea3ff-c485-438e-95e6-07af9960ae79,Chai & Talk with Kumar,Catch the latest trends and tracks live on Chai & Talk with Kumar.,2026-06-19 19:43:04,2026-06-19 20:43:04,2026-06-19 19:43:04,2026-06-19 22:16:04,live
2c3cb994-31c7-4f49-81ce-3ba0351ddf84,b21bf63c-3810-4f9f-af4b-19c8e2f9bf0b,Rock Block with Rogers,Catch the latest trends and tracks live on Rock Block with Rogers.,2026-06-19 19:43:22,2026-06-19 20:43:22,2026-06-19 19:43:22,2026-06-19 21:01:22,live
8e01b90e-d20b-4f68-82c1-bf98052261c4,1ea21dfd-345f-4f69-88df-90a3df7318e0,Chai & Talk with Reddy,Catch the latest trends and tracks live on Chai & Talk with Reddy.,2026-06-19 19:44:38,2026-06-19 20:44:38,2026-06-19 19:50:38,2026-06-19 21:52:38,cancelled
7aca0122-a47d-4c9b-9ae7-34e6c71dbcd0,92bea3ff-c485-438e-95e6-07af9960ae79,Midnight Melodies with Kumar,Catch the latest trends and tracks live on Midnight Melodies with Kumar.,2026-06-19 19:45:16,2026-06-19 20:45:16,2026-06-19 19:46:16,2026-06-19 21:43:16,cancelled
0347fb09-70f4-4fb1-b96a-af1f240eff37,24ec820a-f24c-4e1e-b915-76046324a995,Morning Beats with Rogers,Catch the latest trends and tracks live on Morning Beats with Rogers.,2026-06-19 19:45:34,2026-06-19 20:45:34,2026-06-19 19:45:34,2026-06-19 19:45:34,completed
1c22f6f4-4275-46b3-9725-90dd2bcc3748,88b0a3e9-2a95-4fdc-a543-6fe7bec3a9bb,Chai & Talk with Reddy,Catch the latest trends and tracks live on Chai & Talk with Reddy.,2026-06-19 19:46:13,2026-06-19 20:46:13,2026-06-19 19:46:13,2026-06-19 21:55:13,live
5821942d-11a4-4f02-9e3f-476a3f8bfa0b,63f0daca-b316-4753-8c3c-0b7e5c3e7201,Midnight Melodies with Nair,Catch the latest trends and tracks live on Midnight Melodies with Nair.,2026-06-19 19:46:58,2026-06-19 20:46:58,2026-06-19 19:46:58,2026-06-19 19:46:58,completed
790cb281-85a6-442f-b8f9-093a6c10e485,cfe14b5d-c7af-459d-9743-c57855cdfd0f,Midnight Melodies with Nair,Catch the latest trends and tracks live on Midnight Melodies with Nair.,2026-06-19 19:47:06,2026-06-19 20:47:06,2026-06-19 19:55:06,2026-06-19 21:22:06,cancelled
9ac93578-98b0-49d0-8921-7b9dbfd0b3d2,6db0ed3c-4d6e-4f2a-bfe7-cbe285a560cc,Chai & Talk with Sharma,Catch the latest trends and tracks live on Chai & Talk with Sharma.,2026-06-19 19:47:31,2026-06-19 20:47:31,2026-06-19 19:47:31,2026-06-19 23:06:31,live
